"Município";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";" Total"
"351570 FERRAZ DE VASCONCELOS";"72,03";"81,64";"74,34";"63,04";"74,55";"94,39";"63,36";"95,64";"79,42";"77,75";"76,35"
"351580 FLORA RICA";"65,05";"134,85";"80,45";"43,02";"119,13";"97,44";"86,64";"133,89";"53,41";"43,60";"81,50"
"351590 FLOREAL";"93,46";"218,69";"156,46";"70,61";"153,32";"109,47";"86,80";"79,01";"125,64";"59,56";"102,05"
"351600 FLORIDA PAULISTA";"81,85";"106,42";"85,31";"65,58";"102,09";"121,78";"68,02";"70,16";"87,87";"67,24";"84,26"
"351610 FLORINIA";"66,16";"94,29";"75,94";"115,50";"103,90";"117,73";"57,41";"79,76";"82,69";"71,31";"83,00"
"351620 FRANCA";"76,68";"88,28";"75,51";"72,07";"81,16";"87,97";"19,01";"53,58";"72,02";"60,51";"65,70"
"351630 FRANCISCO MORATO";"78,84";"89,46";"83,36";"75,18";"95,09";"101,08";"57,63";"60,41";"69,67";"72,65";"77,57"
"351640 FRANCO DA ROCHA";"68,15";"81,32";"74,24";"74,39";"83,83";"93,65";"42,77";"57,91";"62,34";"63,91";"68,43"
"351650 GABRIEL MONTEIRO";"74,04";"72,22";"79,31";"152,83";"142,63";"82,00";"53,17";"86,53";"118,73";"95,61";"90,69"
"351660 GALIA";"69,81";"88,60";"77,21";"78,11";"95,28";"103,56";"58,79";"78,23";"107,09";"85,91";"81,98"
"351670 GARCA";"66,94";"80,79";"74,19";"74,51";"99,36";"107,45";"60,91";"81,77";"87,33";"80,41";"79,46"
"351680 GASTAO VIDIGAL";"71,06";"93,62";"68,25";"67,80";"92,11";"92,28";"63,12";"84,04";"77,11";"77,50";"77,16"
"351685 GAVIAO PEIXOTO";"84,95";"89,64";"89,88";"72,83";"126,24";"81,75";"48,92";"127,52";"122,66";"108,49";"91,37"
"351690 GENERAL SALGADO";"66,99";"86,31";"75,45";"68,67";"106,88";"86,08";"49,90";"58,76";"59,50";"72,92";"71,69"
"351700 GETULINA";"86,11";"102,30";"77,81";"85,99";"108,53";"108,85";"62,76";"56,24";"66,64";"59,55";"80,77"
"351710 GLICERIO";"68,35";"65,35";"80,73";"71,44";"107,09";"90,02";"40,32";"53,97";"120,00";"79,55";"73,64"
"351720 GUAICARA";"82,50";"104,64";"104,91";"74,04";"87,14";"107,45";"60,71";"84,68";"81,06";"78,97";"83,90"
"351730 GUAIMBE";"86,38";"78,06";"80,19";"100,14";"76,24";"92,70";"95,87";"102,60";"84,79";"69,41";"85,95"
"351740 GUAIRA";"74,98";"89,93";"80,17";"82,92";"103,34";"106,26";"52,32";"82,76";"97,19";"84,54";"82,78"
"351750 GUAPIACU";"70,54";"76,63";"76,47";"82,24";"102,71";"129,12";"55,99";"83,62";"83,00";"84,37";"81,98"
"351760 GUAPIARA";"71,74";"82,16";"62,72";"72,63";"92,82";"101,97";"53,06";"79,64";"105,85";"83,11";"78,52"
"351770 GUARA";"71,56";"75,17";"69,96";"76,73";"104,05";"115,62";"61,85";"97,05";"77,46";"73,38";"80,03"
"351780 GUARACAI";"71,29";"91,03";"71,31";"67,32";"102,97";"111,20";"36,00";"83,65";"85,78";"114,26";"80,84"
"351790 GUARACI";"83,56";"100,29";"91,14";"75,81";"109,86";"96,99";"69,35";"66,26";"93,08";"76,86";"85,25"
"351800 GUARANI D\'OESTE";"64,77";"69,35";"57,53";"57,19";"135,87";"108,45";"103,55";"125,15";"183,03";"287,90";"102,22"
"351810 GUARANTA";"77,63";"94,75";"100,33";"87,26";"98,77";"105,13";"54,27";"86,28";"89,83";"74,64";"84,91"
"351820 GUARARAPES";"74,73";"92,67";"85,88";"82,63";"111,27";"113,17";"114,23";"154,86";"157,37";"151,82";"110,90"
"351830 GUARAREMA";"74,24";"110,47";"77,84";"71,72";"97,76";"103,13";"47,06";"75,11";"80,10";"85,32";"79,46"
"351840 GUARATINGUETA";"77,77";"90,08";"83,88";"71,16";"94,35";"111,44";"25,14";"47,95";"51,67";"67,06";"69,90"
"351850 GUAREI";"80,25";"105,60";"98,27";"56,59";"125,37";"106,56";"59,19";"89,05";"105,62";"106,98";"89,11"
"351860 GUARIBA";"78,38";"92,91";"80,56";"82,51";"98,24";"101,35";"29,10";"51,76";"73,95";"64,48";"74,84"
"351870 GUARUJA";"85,71";"83,29";"82,55";"65,82";"84,00";"105,39";"32,97";"51,69";"62,21";"50,70";"69,70"
"351880 GUARULHOS";"71,14";"83,04";"78,99";"73,93";"84,58";"93,91";"41,26";"68,21";"79,91";"77,71";"72,53"
"351885 GUATAPARA";"76,86";"86,74";"81,92";"77,51";"87,28";"128,07";"57,86";"48,61";"79,31";"68,04";"77,11"
"351890 GUZOLANDIA";"113,63";"82,17";"83,73";"79,67";"96,28";"82,95";"78,09";"85,82";"80,86";"81,61";"88,29"
"351900 HERCULANDIA";"78,40";"117,58";"88,20";"92,28";"81,45";"89,18";"36,91";"64,10";"61,43";"79,38";"76,88"
"351905 HOLAMBRA";"76,30";"91,27";"82,85";"83,36";"91,16";"125,03";"89,52";"82,46";"71,06";"70,96";"85,60"
"351907 HORTOLANDIA";"73,16";"87,38";"80,95";"74,61";"91,02";"96,65";"51,09";"76,31";"82,95";"86,65";"77,96"
"351910 IACANGA";"87,13";"108,89";"102,39";"69,26";"120,77";"122,94";"48,23";"70,54";"151,57";"90,84";"89,39"
"351920 IACRI";"73,41";"93,00";"63,90";"81,86";"101,30";"84,27";"53,73";"64,29";"95,47";"85,45";"77,79"
"351925 IARAS";"69,66";"82,56";"51,39";"113,35";"154,18";"103,02";"56,17";"84,78";"76,25";"92,70";"84,75"
"351930 IBATE";"76,79";"87,15";"80,45";"82,53";"94,61";"94,44";"39,69";"62,99";"71,68";"73,46";"75,16"
"351940 IBIRA";"69,30";"91,78";"61,14";"72,73";"109,67";"119,66";"37,01";"56,46";"90,56";"89,36";"75,30"
"351950 IBIRAREMA";"60,59";"83,99";"67,28";"94,90";"97,87";"96,42";"74,67";"87,02";"89,07";"83,96";"81,34"
"351960 IBITINGA";"73,96";"88,61";"80,98";"86,68";"100,24";"117,26";"48,67";"80,98";"88,81";"80,75";"83,34"
"351970 IBIUNA";"76,08";"108,38";"95,48";"74,32";"91,31";"95,01";"62,67";"82,66";"51,92";"18,35";"73,67"
"351980 ICEM";"60,46";"67,51";"39,98";"72,66";"99,67";"87,54";"68,90";"70,84";"85,35";"67,37";"70,81"
"351990 IEPE";"74,13";"90,69";"76,64";"86,73";"107,75";"114,76";"126,08";"94,26";"101,44";"87,08";"95,96"
"352000 IGARACU DO TIETE";"75,36";"84,15";"72,24";"79,46";"91,91";"108,45";"52,25";"67,34";"79,86";"78,50";"77,99"
"352010 IGARAPAVA";"85,25";"96,12";"80,47";"51,90";"105,61";"104,25";"65,97";"103,50";"94,01";"81,88";"85,14"
"352020 IGARATA";"79,83";"112,72";"102,00";"66,14";"103,50";"94,94";"60,94";"79,60";"81,12";"81,89";"84,06"
"352030 IGUAPE";"71,50";"79,77";"63,92";"70,34";"72,69";"101,87";"56,68";"116,63";"44,23";"51,37";"71,36"
"352040 ILHABELA";"75,17";"88,90";"84,13";"73,13";"98,15";"99,15";"25,10";"93,87";"65,26";"91,31";"76,11"
"352042 ILHA COMPRIDA";"88,16";"96,65";"84,83";"101,22";"124,26";"146,40";"64,26";"93,77";"77,62";"93,13";"95,32"
"352044 ILHA SOLTEIRA";"65,94";"83,83";"70,77";"81,71";"95,20";"128,87";"49,23";"54,56";"46,90";"50,88";"71,36"
"352050 INDAIATUBA";"71,89";"91,27";"84,85";"83,68";"92,71";"89,56";"50,50";"70,08";"80,96";"81,81";"77,56"
"352060 INDIANA";"85,90";"110,20";"94,64";"89,43";"121,87";"91,10";"58,78";"92,50";"96,51";"107,23";"91,83"
"352070 INDIAPORA";"76,99";"125,38";"104,73";"83,24";"125,76";"165,96";"51,42";"71,46";"99,04";"72,34";"93,27"
"352080 INUBIA PAULISTA";"74,50";"61,79";"71,94";"87,08";"121,36";"106,37";"71,39";"79,75";"91,59";"97,96";"84,11"
"352090 IPAUSSU";"72,66";"87,09";"75,87";"73,84";"80,72";"101,49";"43,17";"72,38";"86,10";"60,27";"74,06"
"352100 IPERO";"75,05";"82,16";"75,11";"86,11";"86,91";"105,19";"21,95";"53,41";"59,72";"61,32";"70,99"
"352110 IPEUNA";"71,35";"57,83";"67,42";"87,51";"73,38";"81,17";"29,33";"84,83";"67,04";"51,42";"64,98"
"352115 IPIGUA";"69,64";"60,36";"63,34";"106,52";"71,05";"92,55";"114,82";"115,69";"102,49";"125,52";"90,23"
"352120 IPORANGA";"73,91";"115,33";"83,36";"60,93";"160,97";"109,19";"59,16";"99,14";"111,12";"58,34";"86,84"
"352130 IPUA";"79,08";"99,36";"78,13";"94,88";"113,88";"135,47";"80,42";"123,58";"97,54";"84,05";"97,15"
"352140 IRACEMAPOLIS";"68,51";"78,50";"68,15";"61,18";"104,95";"114,96";"41,81";"61,60";"69,36";"90,36";"72,80"
"352150 IRAPUA";"76,48";"76,65";"85,22";"78,86";"95,88";"114,18";"55,70";"62,04";"85,21";"90,19";"80,48"
"352160 IRAPURU";"69,55";"106,34";"87,11";"73,91";"92,72";"107,18";"66,94";"91,82";"104,92";"69,02";"83,97"
"352170 ITABERA";"70,70";"75,14";"67,12";"76,16";"100,44";"107,43";"60,50";"72,94";"103,82";"96,27";"81,36"
"352180 ITAI";"81,97";"99,50";"85,60";"87,43";"97,87";"126,72";"57,46";"85,68";"98,82";"86,52";"89,09"
"352190 ITAJOBI";"65,00";"71,75";"71,41";"62,57";"80,39";"98,58";"73,21";"85,14";"88,71";"94,74";"78,00"
"352200 ITAJU";"76,44";"66,80";"77,23";"157,97";"97,51";"102,38";"108,38";"54,90";"73,32";"113,92";"90,14"
"352210 ITANHAEM";"70,69";"91,87";"84,52";"74,03";"84,05";"93,96";"42,36";"75,34";"83,01";"68,12";"73,95"
"352215 ITAOCA";"78,76";"86,67";"68,57";"125,25";"133,30";"100,00";"56,33";"87,82";"84,60";"77,93";"86,29"
"352220 ITAPECERICA DA SERRA";"82,27";"85,20";"74,67";"64,28";"100,06";"88,12";"53,36";"96,36";"48,18";"41,10";"73,16"
"352230 ITAPETININGA";"86,02";"103,83";"79,25";"71,32";"92,45";"100,64";"41,91";"80,25";"74,84";"80,73";"78,86"
"352240 ITAPEVA";"75,89";"98,26";"88,15";"79,98";"98,95";"118,77";"47,35";"83,14";"84,79";"86,57";"83,33"
"352250 ITAPEVI";"69,06";"84,34";"77,46";"71,88";"90,25";"102,65";"59,70";"79,66";"87,11";"69,03";"77,78"
"352260 ITAPIRA";"65,78";"78,65";"72,29";"70,91";"82,40";"96,68";"50,76";"74,11";"75,13";"90,72";"73,63"
"352265 ITAPIRAPUA PAULISTA";"86,34";"84,44";"100,53";"85,83";"124,00";"146,87";"32,42";"99,65";"83,23";"66,05";"85,21"
"352270 ITAPOLIS";"68,79";"99,11";"85,36";"71,25";"82,01";"97,32";"52,58";"73,98";"82,42";"83,25";"77,29"
"352280 ITAPORANGA";"81,43";"97,63";"80,34";"79,48";"86,41";"93,21";"59,52";"74,41";"77,61";"69,61";"79,54"
"352290 ITAPUI";"86,03";"109,96";"93,38";"67,30";"103,12";"112,59";"78,33";"111,31";"87,17";"107,69";"93,34"
"352300 ITAPURA";"81,22";"101,54";"108,09";"72,10";"96,90";"75,74";"31,45";"85,97";"66,67";"50,06";"74,01"
"352310 ITAQUAQUECETUBA";"68,56";"75,03";"71,24";"72,90";"84,84";"98,98";"44,46";"63,74";"58,51";"66,19";"68,98"
"352320 ITARARE";"72,02";"86,70";"80,98";"83,24";"99,38";"110,45";"81,55";"82,09";"89,95";"82,30";"85,98"
"352330 ITARIRI";"74,64";"108,37";"76,64";"66,03";"71,80";"104,72";"54,35";"101,25";"53,69";"79,91";"75,82"
"352340 ITATIBA";"70,82";"91,76";"82,41";"68,22";"91,14";"94,69";"55,65";"79,36";"81,41";"79,55";"77,46"
"352350 ITATINGA";"79,50";"97,62";"79,73";"76,83";"67,13";"100,79";"25,32";"82,00";"52,13";"72,32";"72,53"
"352360 ITIRAPINA";"73,65";"103,23";"78,91";"77,13";"93,26";"92,64";"54,94";"70,58";"82,57";"75,81";"78,23"
"352370 ITIRAPUA";"88,88";"110,53";"100,83";"98,65";"139,58";"93,12";"67,63";"88,93";"91,55";"88,26";"95,04"
"352380 ITOBI";"77,23";"95,38";"99,44";"80,85";"106,68";"131,75";"82,15";"90,51";"104,17";"76,47";"92,32"
"352390 ITU";"73,88";"86,62";"82,17";"90,61";"72,46";"83,11";"37,10";"50,85";"60,36";"62,05";"68,65"
"352400 ITUPEVA";"73,71";"95,00";"81,61";"76,36";"91,12";"96,24";"60,65";"68,02";"71,71";"83,31";"78,42"
"352410 ITUVERAVA";"81,27";"99,86";"85,24";"84,88";"113,68";"102,10";"55,43";"110,38";"124,34";"59,76";"88,44"
"352420 JABORANDI";"81,39";"81,80";"66,97";"95,76";"93,08";"80,58";"89,11";"96,83";"70,04";"77,38";"83,06"
"352430 JABOTICABAL";"73,96";"88,70";"79,64";"72,99";"92,47";"107,12";"31,64";"35,46";"46,65";"41,80";"66,79"
"352440 JACAREI";"67,70";"83,00";"76,28";"59,89";"86,55";"95,53";"40,49";"64,80";"90,52";"76,52";"71,13"
"352450 JACI";"76,41";"94,73";"92,33";"93,51";"96,69";"116,38";"92,48";"96,80";"101,75";"108,04";"96,71"
"352460 JACUPIRANGA";"78,69";"95,80";"66,32";"67,43";"106,39";"102,77";"49,80";"87,24";"78,65";"70,82";"77,89"
"352470 JAGUARIUNA";"76,24";"87,03";"74,87";"77,27";"86,49";"102,80";"65,25";"91,29";"90,19";"81,70";"82,45"
"352480 JALES";"72,29";"88,48";"78,53";"73,28";"88,74";"92,41";"78,14";"132,73";"114,02";"81,75";"88,01"
"352490 JAMBEIRO";"66,65";"91,18";"86,05";"102,85";"163,62";"99,58";"54,04";"34,02";"58,34";"70,56";"80,49"
"352500 JANDIRA";"67,44";"77,15";"67,04";"65,74";"78,34";"90,64";"43,35";"61,83";"34,80";"44,21";"61,83"
"352510 JARDINOPOLIS";"72,76";"90,94";"69,92";"86,68";"96,03";"101,26";"95,40";"94,45";"88,62";"62,53";"85,75"
"352520 JARINU";"77,59";"113,02";"102,33";"81,59";"120,69";"113,41";"39,02";"55,72";"100,63";"87,86";"83,98"
"352530 JAU";"70,33";"86,07";"74,85";"72,56";"81,42";"103,70";"48,06";"74,48";"85,21";"56,39";"73,06"
"352540 JERIQUARA";"86,34";"86,35";"83,26";"91,30";"106,76";"79,13";"98,10";"111,43";"73,77";"106,87";"91,36"
"352550 JOANOPOLIS";"80,07";"83,87";"69,41";"89,32";"90,91";"111,71";"81,34";"69,76";"88,99";"92,98";"85,58"
"352560 JOAO RAMALHO";"85,77";"79,90";"78,31";"75,99";"138,58";"104,69";"110,48";"127,41";"59,11";"72,27";"91,72"
"352570 JOSE BONIFACIO";"77,77";"82,22";"81,20";"79,72";"87,94";"118,77";"63,16";"75,67";"82,70";"89,55";"82,94"
"352580 JULIO MESQUITA";"83,09";"81,30";"81,54";"88,31";"107,59";"130,08";"72,65";"84,39";"85,52";"73,00";"88,33"
"352585 JUMIRIM";"94,52";"178,89";"118,00";"86,55";"92,37";"110,81";"60,32";"105,88";"67,66";"75,50";"93,82"
"352590 JUNDIAI";"68,24";"86,01";"78,76";"70,67";"91,28";"98,28";"54,99";"86,30";"92,94";"87,20";"79,21"
"352600 JUNQUEIROPOLIS";"74,70";"95,30";"86,07";"77,95";"108,60";"112,87";"64,02";"68,42";"76,28";"83,94";"83,56"
"352610 JUQUIA";"78,14";"76,86";"74,98";"66,79";"89,85";"87,67";"41,62";"67,64";"69,74";"64,88";"70,35"
"352620 JUQUITIBA";"72,15";"106,91";"78,27";"74,34";"83,89";"71,35";"23,15";"52,69";"53,03";"63,10";"64,67"
"352630 LAGOINHA";"89,26";"125,34";"84,51";"99,31";"126,09";"141,11";"118,50";"123,50";"99,26";"111,58";"108,39"
"352640 LARANJAL PAULISTA";"73,05";"96,93";"85,87";"74,61";"101,26";"116,79";"42,62";"65,48";"75,81";"70,90";"77,25"
"352650 LAVINIA";"74,02";"84,85";"67,42";"90,66";"93,87";"117,39";"67,93";"143,02";"130,19";"58,94";"87,67"
"352660 LAVRINHAS";"82,99";"82,07";"72,38";"56,18";"85,19";"78,35";"3,87";"49,46";"70,64";"65,13";"64,76"
"352670 LEME";"83,76";"99,55";"98,49";"73,11";"86,99";"97,15";"46,92";"69,39";"70,81";"54,26";"76,05"
"352680 LENCOIS PAULISTA";"74,43";"86,22";"78,51";"73,01";"103,19";"101,74";"60,55";"66,35";"88,11";"77,03";"79,12"
"352690 LIMEIRA";"70,28";"84,30";"79,31";"77,40";"83,89";"94,79";"43,85";"66,44";"67,36";"68,80";"71,70"
"352700 LINDOIA";"75,22";"91,67";"82,12";"80,66";"95,60";"97,45";"58,15";"64,03";"69,25";"54,50";"76,46"
"352710 LINS";"73,84";"100,29";"90,99";"78,84";"95,85";"104,84";"72,54";"74,48";"89,02";"77,96";"84,31"
"352720 LORENA";"72,89";"67,54";"62,38";"71,33";"95,41";"94,81";"45,83";"73,76";"72,91";"68,98";"71,49"
"352725 LOURDES";"75,56";"113,29";"108,01";"91,30";"129,83";"218,60";"63,73";"103,28";"168,83";"170,07";"114,49"
"352730 LOUVEIRA";"74,03";"90,97";"82,26";"81,20";"99,29";"98,72";"48,22";"86,19";"92,83";"88,31";"82,14"
"352740 LUCELIA";"79,86";"102,21";"84,64";"82,22";"92,85";"107,16";"20,95";"78,86";"75,89";"78,66";"79,10"
"352750 LUCIANOPOLIS";"57,30";"49,15";"57,76";"69,91";"97,04";"131,23";"69,61";"109,53";"90,37";"88,04";"76,67"
"352760 LUIS ANTONIO";"90,65";"108,01";"103,43";"103,34";"88,23";"121,16";"65,39";"67,94";"95,43";"63,50";"89,56"
"352770 LUIZIANIA";"80,50";"98,73";"80,57";"66,45";"112,69";"105,33";"104,69";"127,53";"187,27";"165,73";"109,20"
"352780 LUPERCIO";"88,85";"110,32";"79,05";"61,61";"99,11";"143,39";"60,29";"72,31";"77,89";"65,23";"83,93"
"352790 LUTECIA";"96,32";"95,59";"100,15";"66,07";"88,86";"58,26";"38,37";"81,03";"71,67";"84,33";"75,72"
"352800 MACATUBA";"79,09";"95,83";"91,38";"78,62";"112,87";"103,83";"63,49";"37,18";"38,29";"36,95";"74,12"
"352810 MACAUBAL";"66,54";"61,46";"69,87";"98,17";"95,78";"99,95";"77,47";"81,17";"90,78";"110,92";"83,26"
"352820 MACEDONIA";"74,45";"99,68";"79,85";"80,43";"111,50";"152,34";"100,92";"130,12";"81,54";"133,08";"98,62"
"352830 MAGDA";"81,96";"95,75";"74,46";"79,97";"103,82";"106,06";"85,06";"84,66";"86,04";"97,60";"88,96"
"352840 MAIRINQUE";"79,20";"76,82";"75,67";"79,55";"96,08";"90,02";"26,25";"65,34";"52,03";"45,75";"67,11"
"352850 MAIRIPORA";"64,83";"80,21";"63,63";"64,30";"79,81";"85,39";"21,06";"28,68";"20,40";"60,14";"55,88"
"352860 MANDURI";"78,45";"93,55";"89,47";"103,69";"88,63";"105,31";"91,30";"90,45";"104,66";"104,32";"93,77"
"352870 MARABA PAULISTA";"85,35";"87,72";"74,47";"63,99";"91,30";"118,58";"102,87";"143,17";"169,96";"139,76";"105,82"
"352880 MARACAI";"70,59";"98,46";"78,58";"66,74";"90,13";"112,02";"64,86";"65,19";"100,00";"84,68";"80,66"
"352885 MARAPOAMA";"82,51";"74,44";"69,47";"78,61";"105,80";"122,24";"83,09";"96,50";"93,98";"125,56";"92,09"
"352890 MARIAPOLIS";"82,62";"112,96";"72,60";"64,16";"153,87";"107,95";"53,14";"60,40";"82,20";"98,45";"84,30"
"352900 MARILIA";"68,61";"86,60";"79,34";"70,45";"87,66";"84,44";"42,91";"72,88";"88,60";"84,16";"74,61"
"352910 MARINOPOLIS";"103,05";"125,44";"88,64";"87,15";"85,63";"119,05";"9,39";"38,83";"70,70";"70,72";"79,98"
"352920 MARTINOPOLIS";"77,43";"86,67";"80,81";"85,86";"100,87";"106,85";"72,97";"74,32";"91,74";"90,76";"85,85"
"352930 MATAO";"77,20";"97,59";"90,34";"74,56";"90,09";"106,79";"59,38";"67,62";"83,81";"66,54";"80,24"
"352940 MAUA";"71,02";"88,13";"80,45";"71,22";"86,75";"103,47";"47,20";"74,08";"71,78";"72,80";"74,48"
"352950 MENDONCA";"67,56";"89,90";"93,54";"90,01";"119,65";"130,86";"95,81";"129,68";"130,27";"107,57";"104,20"
"352960 MERIDIANO";"83,41";"120,49";"105,43";"93,31";"136,44";"199,46";"54,82";"73,69";"101,09";"63,74";"95,96"
"352965 MESOPOLIS";"75,37";"97,22";"67,41";"90,39";"116,45";"105,93";"121,76";"99,12";"91,27";"106,31";"96,73"
"352970 MIGUELOPOLIS";"88,48";"80,70";"74,15";"77,78";"111,71";"131,81";"46,43";"64,65";"79,27";"71,95";"81,00"
"352980 MINEIROS DO TIETE";"71,02";"91,80";"79,62";"75,11";"98,39";"98,50";"47,13";"63,54";"91,66";"81,62";"77,29"
"352990 MIRACATU";"73,10";"77,83";"71,50";"70,02";"77,82";"108,59";"48,70";"78,69";"67,26";"48,88";"70,76"
"353000 MIRA ESTRELA";"73,25";"93,52";"105,92";"92,64";"129,32";"169,00";"69,46";"70,61";"101,69";"79,69";"93,38"
"353010 MIRANDOPOLIS";"72,96";"98,92";"94,01";"76,73";"82,15";"88,86";"56,91";"73,80";"103,57";"61,69";"78,69"
"353020 MIRANTE DO PARANAPANEMA";"84,92";"107,78";"93,24";"83,12";"88,67";"90,35";"36,52";"63,73";"75,29";"78,47";"77,78"
"353030 MIRASSOL";"64,23";"82,26";"71,28";"76,11";"89,55";"104,61";"43,41";"55,38";"76,48";"79,31";"71,91"
"353040 MIRASSOLANDIA";"77,84";"100,12";"78,51";"76,81";"119,94";"95,82";"91,86";"107,68";"100,67";"91,96";"92,30"
"353050 MOCOCA";"67,14";"81,81";"70,24";"73,17";"101,00";"114,21";"56,09";"79,71";"97,10";"98,37";"81,12"
"353060 MOGI DAS CRUZES";"67,27";"87,97";"83,18";"73,78";"84,25";"104,68";"52,73";"81,15";"88,05";"83,63";"77,94"
"353070 MOGI GUACU";"68,87";"89,71";"83,44";"76,13";"85,98";"99,07";"38,86";"76,77";"85,47";"88,69";"76,26"
"353080 MOGI MIRIM";"69,61";"87,97";"79,40";"71,29";"87,57";"97,33";"53,84";"75,96";"82,10";"76,63";"76,12"
"353090 MOMBUCA";"80,69";"69,49";"77,47";"83,91";"106,73";"89,92";"70,47";"85,45";"105,13";"110,07";"87,08"
"353100 MONCOES";"85,30";"79,82";"82,11";"147,83";"96,34";"78,12";"63,19";"69,14";"111,42";"97,30";"87,06"
"353110 MONGAGUA";"67,98";"91,16";"76,83";"78,12";"89,65";"105,00";"41,36";"57,94";"44,89";"58,78";"68,98"
"353120 MONTE ALEGRE DO SUL";"63,54";"79,80";"65,29";"70,92";"161,68";"89,02";"31,80";"72,56";"80,20";"55,32";"70,68"
"353130 MONTE ALTO";"76,56";"95,10";"78,94";"68,51";"107,19";"98,72";"54,89";"68,08";"75,29";"63,23";"76,88"
"353140 MONTE APRAZIVEL";"68,12";"76,43";"65,96";"69,76";"106,47";"121,13";"58,46";"70,31";"80,05";"85,96";"77,81"
"353150 MONTE AZUL PAULISTA";"84,51";"91,84";"77,32";"69,58";"81,80";"100,22";"53,26";"70,67";"88,50";"73,05";"78,17"
"353160 MONTE CASTELO";"73,28";"95,35";"78,65";"77,35";"129,02";"125,57";"68,68";"60,50";"72,88";"123,12";"87,75"
"353170 MONTEIRO LOBATO";"77,12";"75,05";"75,75";"79,89";"88,92";"157,89";"32,32";"56,59";"122,53";"92,20";"79,47"
"353180 MONTE MOR";"77,01";"91,90";"80,77";"84,20";"97,30";"91,48";"49,90";"82,50";"80,40";"71,25";"78,66"
"353190 MORRO AGUDO";"82,59";"102,27";"82,35";"74,63";"100,69";"102,35";"66,51";"98,03";"83,09";"82,98";"86,13"
"353200 MORUNGABA";"77,93";"90,60";"78,21";"93,71";"112,04";"124,16";"78,37";"74,78";"70,79";"81,23";"87,02"
"353205 MOTUCA";"87,25";"80,27";"72,04";"79,25";"79,90";"78,77";"6,81";"59,85";"64,72";"74,79";"68,98"
"353210 MURUTINGA DO SUL";"87,46";"105,07";"91,80";"71,86";"91,64";"101,00";"10,27";"45,32";"109,06";"77,63";"73,47"
"353215 NANTES";"97,07";"109,69";"97,31";"70,13";"94,82";"135,57";"119,91";"87,75";"87,17";"70,75";"96,59"
"353220 NARANDIBA";"76,98";"95,60";"78,96";"70,59";"136,20";"132,31";"76,43";"69,54";"69,24";"115,99";"89,82"
"353230 NATIVIDADE DA SERRA";"63,19";"72,81";"61,70";"59,58";"118,55";"108,15";"41,32";"94,99";"141,53";"58,67";"76,64"
"353240 NAZARE PAULISTA";"83,34";"104,02";"82,39";"61,40";"105,21";"96,58";"56,79";"63,92";"92,08";"101,20";"82,77"
"353250 NEVES PAULISTA";"72,37";"75,11";"70,81";"93,03";"116,76";"102,57";"47,31";"71,53";"88,48";"97,24";"81,01"
"353260 NHANDEARA";"63,48";"70,11";"70,99";"58,21";"149,81";"112,05";"60,03";"54,65";"98,58";"92,25";"78,89"
"353270 NIPOA";"71,43";"64,81";"99,82";"101,23";"100,45";"122,36";"36,84";"83,06";"84,51";"83,03";"81,80"
"353280 NOVA ALIANCA";"62,74";"61,40";"52,31";"112,58";"99,38";"103,36";"65,52";"106,17";"97,26";"85,30";"81,23"
"353282 NOVA CAMPINA";"72,05";"72,71";"58,38";"73,61";"110,08";"99,36";"43,98";"37,57";"67,32";"84,01";"70,10"
"353284 NOVA CANAA PAULISTA";"69,09";"78,36";"86,84";"77,35";"86,13";"61,20";"92,41";"137,57";"64,50";"95,26";"82,58"
"353286 NOVA CASTILHO";"75,64";"137,78";"99,47";"44,10";"125,97";"89,67";"16,33";"59,13";"60,36";"88,28";"71,36"
"353290 NOVA EUROPA";"69,70";"61,14";"63,15";"79,68";"83,11";"88,99";"65,30";"62,71";"75,68";"58,73";"71,07"
"353300 NOVA GRANADA";"62,68";"73,77";"71,55";"66,13";"102,88";"106,83";"44,79";"78,74";"71,40";"83,11";"73,56"
"353310 NOVA GUATAPORANGA";"73,28";"83,33";"114,74";"125,00";"85,36";"125,52";"9,38";"19,51";"86,93";"93,49";"72,19"
"353320 NOVA INDEPENDENCIA";"111,64";"146,18";"106,09";"93,21";"121,66";"135,19";"119,25";"180,42";"183,80";"112,31";"129,69"
"353325 NOVAIS";"85,13";"92,72";"73,09";"75,36";"87,45";"109,27";"41,86";"69,38";"72,98";"64,83";"76,05"
"353330 NOVA LUZITANIA";"69,30";"89,29";"72,38";"67,97";"141,25";"88,04";"56,03";"55,39";"33,06";"71,97";"73,61"
"353340 NOVA ODESSA";"66,67";"76,12";"77,09";"78,32";"81,21";"92,14";"40,12";"53,68";"74,24";"57,34";"68,47"
"353350 NOVO HORIZONTE";"82,82";"83,92";"97,55";"85,82";"112,19";"121,08";"44,08";"34,52";"74,67";"70,86";"79,65"
"353360 NUPORANGA";"76,47";"87,25";"70,12";"79,86";"127,74";"128,86";"46,49";"110,96";"126,13";"132,75";"93,76"
"353370 OCAUCU";"70,27";"84,23";"79,19";"82,91";"109,61";"76,71";"78,32";"116,73";"87,30";"74,52";"84,16"
"353380 OLEO";"82,87";"101,28";"106,15";"183,75";"102,99";"136,45";"46,61";"92,75";"78,98";"73,06";"96,50"
"353390 OLIMPIA";"71,88";"87,56";"90,25";"77,87";"88,51";"110,61";"61,77";"75,83";"92,95";"85,97";"82,58"
